UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,ProcessedTweet
17081,62033,,21-03-2020,[RD] The Liberian economy will hit rock bottom as measures to contain COVID-19 height...,Neutral,The Liberian economy will rock bottom as measures to contain covid heightens. Imported domestic food prices rising daily!
5577,50529,New York,17-03-2020,"[RD] ""At the ports, terminals were shuttered, as fewer ships, loaded with consumer go...",Neutral,"""At the ports, terminals as fewer ships, loaded with consumer goods and parts for American factories, set sail China. And exports, poultry and oranges, were piling up on the docks."" http"
24314,69266,Palm Springs CA,25-03-2020,[RD] Our Bureau of Investigation has set up a hotline to report possible in Riverside...,Neutral,Our Bureau of Investigation has set up a to report in Riverside County Consumer Protection Price Gouging Hotline takes calls in English amp Spanish at 951 0764 See news release here
15106,60058,,20-03-2020,[RD] @DHSCgovuk @CMO_England @PHE_uk @NHSEngland @CathCalderwood1 @scotgovhealth @CMO...,Neutral,@user @user @user @user @user @user @user @user @user We have seen social distancing measures to try and reduce the of covid but I in a supermarket and have seen a
41554,86506,"??????, ??????? ??????? ????????",11-04-2020,[RD] When you re not able to go to the supermarket in over a week...,Neutral,When you re not able to go to supermarket in over week
7612,52564,"Glasgow, Scotland",18-03-2020,[RD] Well this was inevitable. #coronavirus panic buying has led to certain types of ...,Neutral,this was inevitable. #covid panic buying has led to certain of food having buy limits now #covid19UK #covid http
29602,74554,"Washington, DC",01-04-2020,[RD] 12 Things to Know Before Grocery Shopping Online https://t.co/wG7D4jCgmH #stayho...,Neutral,12 Things Know Before Grocery Shopping Online http #stayhomeandstaysafe #covid
43985,88937,"Foster City, CA",13-04-2020,[RD] Just call your #carinsurance agent or company. https://t.co/s4wXzxLP9a @YahooFin...,Neutral,Just call #carinsurance agent or company. http @user featured @user on breaks are on their #insurance in the wake of #covid. Our #consumer analyst @user offers her expertise. #relief http
5593,50545,Fiji,17-03-2020,[RD] There is enough stock That is the reassurance from the FMF Foods Ltd managing di...,Neutral,There is enough stock That is the reassurance from the FMF Foods Ltd managing director Ram Bajekal countries battle against the covid disease
20403,65355,"Vermont, USA",22-03-2020,"[RD] I repeat, this isn't a snowstorm. You can't just stock up to get through it. All...",Neutral,"I repeat, this isn't snowstorm. You can't just stock up to get through it. All you need is a few weeks so if you get quarantined you don't run out. I AM quarantined and can't get food because people are buying ungodly amounts! #covid #covid"
9884,54836,,19-03-2020,[RD] you guys should just take away trolleys for a while Maybe that would slow people...,Neutral,you guys should just take away for a while Maybe that would slow people down a bit Or atleast it might show what their actions are making you do
8077,53029,Hamilton/Haldimand,18-03-2020,[RD] This Caledonia supermarket is opening one hour early just for seniors during COV...,Neutral,This Caledonia supermarket is opening one hour just for seniors during covid
26941,71893,Ames Iowa,25-03-2020,[RD] Will Farmland Prices Fall due to COVID-19 https://t.co/v2DaQkiM9N https://t.co/o...,Neutral,Will Farmland Prices due to covid http http
28942,73894,"Hackney Wick, east London, UK",30-03-2020,[RD] We are dining on  #Coronavirus Curry  made yesterday with tinned green beans tin...,Neutral,We are dining #covid Curry made yesterday with tinned green tinned sweetcorn pickled eggs amp green curry amp we are thanking for lots of fresh food in stock this evening because no wants me to cook this dish again
37600,82552,London,08-04-2020,"[RD] Next image in my Deliverwho series. 

The project thinks about how online li...",Neutral,Next image in Deliverwho series. The project thinks about how online is changing and shopping. This one appropriate for #SocialDistancing #photography http
36742,81694,"London, England",07-04-2020,"[RD] #UK #Coronavirus: Why is the #petrol price nearing Â£1 a litre? via BBC News
D...",Neutral,#UK Why is the #petrol price Â£1 a litre? via News Despite most of us not needing to use our cars #fuel prices in the UK are in decline. https://t.co/7IgdYmI5E5 http
33091,78043,"Bangkok, Thailand",05-04-2020,"[RD] This elevator was filmed during COVID-19, because this place has supermarket. Do...",Neutral,This elevator was filmed during because this place has supermarket. Do see my and red footprints? I can do and you must do it. #SchindlerElevator http
5785,50737,"Sandy, UT",17-03-2020,"[RD] @btat Hi, @btat. We are now offering assistance to anyone who has been negativel...",Neutral,"Hi, @user We are now assistance to anyone who has been negatively impacted by covid. You can learn more here: http"
8898,53850,"New Delhi,Saket",18-03-2020,[RD] @chiragm0808 Agar main delhi main kisi se station main milne jau toh mujhe kaha ...,Neutral,@user Agar main kisi se station main milne jau toh mujhe kaha se milega 50 ka
33679,78631,"Melbourne, Australia",06-04-2020,[RD] Australia Post hit with double whammy of record parcel volume (higher even than ...,Neutral,Australia hit double of volume (higher even than Christmas and massively reduced air capacity. http
35632,80584,"Amritsar, India",07-04-2020,[RD] Uttar Pradesh Cantonment Board in Meerut setup Sanitization cabin for staff It s...,Neutral,Uttar Pradesh Cantonment Board in Meerut Sanitization for staff It sanitizes one person at a time from head to toe
9183,54135,UK ,19-03-2020,[RD] When you hear people are rushing supermarket doors and ignoring the elderly/spec...,Neutral,hear people are rushing supermarket doors and the elderly/special needs rule. #covid #coronavirusuk #panicbuying
15528,60480,"Clovis, CA",20-03-2020,[RD] #ThankYou to all the grocery store employees for continuing your work so we can ...,Neutral,#ThankYou to the grocery store employees for continuing your work so we can #BePrepared at home for this #covid #ShelterInPlace order! Frig & freezer are stocked. for now! http
6048,51000,"Delaware, USA",17-03-2020,[RD] As big-name franchises and retailers across the U.S. shut their doors to mitigat...,Neutral,"big-name franchises and retailers across the U.S. shut their doors to mitigate of #covid, this mid-Atlantic chain plans its gas and grocery store-esque services many see as essential, even during a pandemic #netde http"
41123,86075,"Leuven, Belgium",10-04-2020,"[RD] #AlphabetÂs nascent #drone #delivery service is booming

https://t.co/raXyN...",Neutral,#AlphabetÂs nascent #drone #delivery is http
29429,74381,"Glasgow, Scotland",01-04-2020,[RD] Is it just my imagination or have @asda put a lot of their prices up?? Hardly an...,Neutral,Is it just my or have @user put a of their prices any or ? #lockdownuk #covid
19597,64549,"New York, USA",22-03-2020,"[RD] Face masks online? made in USA stock in?? regular prices
https://t.co/hZl5fFBj...",Neutral,Face masks online? made in USA stock in? prices https://t.co/hZl5fFBjdt #covid #2019Cov #N95Masks #N95 #facemask #covid #coronavirusUSA #CoronaVirusItalia #health #NewsPicks #TrumpVirus #Netflix #LosAngeles #coronatuerkiye http
11640,56592,Solihull UK,19-03-2020,[RD] When a 5kg bag of potatoes becomes available at the local supermarket #panicbuy ...,Neutral,a bag of potatoes becomes at the local supermarket #panicbuy #covid #emptyshelves http
23207,68159,"Los Angeles, CA",24-03-2020,"[RD] Anyone out there already sick of #pasta?

Or #toiletpaper?

Asking for a...",Neutral,Anyone out there sick of #pasta? Or #toiletpaper? Asking a friendÂ #covid
39844,84796,"Cleveland, OH",09-04-2020,[RD] New data from NCSolutions shows average household grocery spending has decreased...,Neutral,data from NCSolutions shows average household grocery spending has since the covid peak March 11-21 but remains 23% higher than levels. http @user #covid
9177,54129,"London, England",19-03-2020,[RD] 6am Asda supermarket in Wembley London...,Neutral,6am Asda supermarket Wembley
13457,58409,Worldwide,20-03-2020,[RD] #Coronavirus: Buhari Will Address The Nation When The Time Is Right - Lai Mohamm...,Neutral,#covid: Buhari Will Address The Nation When Time Is Right - Lai Mohammed http #YoullNeverWalkAlone #AusgangsSperreJetzt #covid #COVID19NIGERIA #AfterHours #davido #CALockdown #StopHoarding #FridayFeeling #CoronaCrisis
41721,86673,Proud Jamaican,11-04-2020,[RD] I went 2 grab juice  &amp; cheese at a local supermarket &amp; the door was open...,Neutral,I 2 grab juice cheese at a local supermarket door was open. had 2 back wen I saw the crowd inside.
29898,74850,"ÃT: 39.924362,-85.959195",01-04-2020,"[RD] On 3/26, @emergesmarter hosted their 1st live Consumer Roundtable discussion to ...",Neutral,"3/26, @user hosted their 1st Consumer Roundtable discussion to take on consumersÂ evolving attitudes and behaviors during the covid pandemic. are five takeaways of what was learned: https://t.co/Tc3mCYDg7r #MRX"
39306,84258,N 36Â°6' 0'' / W 115Â°6' 0'',09-04-2020,[RD] .@RepHorsford spoke with constituents at his #NV04 (telephone) town hall &amp; a...,Neutral,"spoke with constituents at his #NV04 (telephone) town hall & answered many #covid questions. Earlier, @user announced social distancing rules, including golf course closures and to grocery store protocols. http"
11026,55978,,19-03-2020,[RD] #France has moved to stage 3 of the #CoronavirusPandemic. Now you can only go ou...,Neutral,"has to stage 3 of #covid. Now you can only go out to go grocery shopping and for reasons, a bit or walk the dog. #Paris #covid #photography #koronavirus #covid #CoronaOutbreak #SocialDistancing #thephotohour http"
42746,87698,"New York, U.S.A",12-04-2020,"[RD] ""Pandemic""; Holbrook, N. Y. - April 10, 2020. Depleted stock of french fries. Co...",Neutral,"""Pandemic""; Holbrook, N. Y. - April 10, Depleted stock of fries. covid pandemic. http #Pandemic #FrenchFries #covid #Supermarket http"
41314,86266,"Woodland, CA",10-04-2020,"[RD] Here is how #COVID19 is changing online shopping behavior
https://t.co/Ar1hwEU...",Neutral,Here is how #covid is changing online shopping behavior https://t.co/Ar1hwEUSSI #QeRetail #ecommerce
34511,79463,On a World Tour via my mind,06-04-2020,"[RD] Girl get me some toilet paper and some bacon! 

#HollyLogan #HaHaHolly #Holl...",Neutral,Girl get me some toilet paper some bacon! #HollyLogan #HaHaHolly #HollyHittinHollywood #2020 #costco #stockup #hoarders #pandemic #ificouldturnbacktime #covid #staysafe #toiletpaper #bacon http
25246,70198,"Sydney, New South Wales",25-03-2020,[RD] Surging gold and a favourable US dollar exchange rate has sent Australian gold p...,Neutral,Surging gold and a favourable US dollar has sent Australian gold prices up to a new high bgl kta
18773,63725,LONDON,22-03-2020,[RD] New post via Bigcommerce - Understanding the COVID-19 Effect on Online Shopping ...,Neutral,New post via - Understanding the covid Effect on Online Shopping Behavior http #ecommerce
17337,62289,UK,21-03-2020,[RD] Coronavirus: Seaside visitors defy social distancing advice https://t.co/rPWjBXj...,Neutral,covid: Seaside visitors social distancing advice http
11914,56866,,19-03-2020,[RD] #Gold Prices Down Despite Forceful #Coronavirus Stimulus Surge $GLD $OIL https:/...,Neutral,Prices Down Despite #covid Stimulus Surge $OIL http
20708,65660,Bailiwick of Guernsey,23-03-2020,"[RD] Whille everyone is stockpiling on Toilet paper, LEFT BOY is making a toilet roll...",Neutral,"everyone stockpiling on Toilet paper, LEFT BOY is making a toilet roll tower proving that 3 than enough! #covid #toiletpaper #Splatoon2 #splatoon http"
13930,58882,,20-03-2020,[RD] @GovMikeDeWine @TheLand1796 I passed the recreational park and trails on my way ...,Neutral,"@user I passed the recreational park and trails on my to take my mother to work(grocery store). hundreds of people gathering, walking, riding bikes in groups. I my wife work 7AM (hospital).traffic wa"
28225,73177,,26-03-2020,[RD] Protective barriers being installed at #supermarkets https://t.co/QUGU524QAS #co...,Neutral,Protective barriers being at #supermarkets http #covid
26289,71241,,25-03-2020,[RD] Every time I have to grab a new roll of tp I do a calculation in my head.  #coro...,Neutral,Every time I have to grab new roll of tp I do a calculation my head. #covid #toiletpaper #ididnothoard
11670,56622,"Leicester, England",19-03-2020,"[RD] Spotted heading into London today.... London heading for lockdown soon??

@g...",Neutral,heading into London today. London for lockdown @guardian @user #covid #lockdownuk http
